Shipment_ID,Origin,Destination,Cargo_Type,Weight_kg,Volume_m3,Departure_Date,Arrival_Date,Carrier,Cost_USD,Status,Priority,Packaging_Type,Customer_ID,Tracking_Number,Warehouse_Location,Transit_Time_Days,Distance_km,Num_Checkpoints,Temperature_C,Humidity_Percent,Delay_Hours,Fuel_Consumed_L,CO2_Emissions_kg,Handling_Events,Insurance_Value_USD,Cargo_Value_USD,Customs_Fees_USD,No_of_Items,Vibration_Events,Transport_Method
S6278,Richardborough,Lake Jamieborough,Electronics,920.11,14.71,02-08-2025,07-08-2025,EcoFreight,,In Transit,,Container,2690a296-9570-4f51-aeee-bf9160844d3e,9.41648E+11,South Ashleyton,,,2,16,77,0,45502.5,121946.7,,,198248.66,3162.41,1677,4,Air
S6279,Stephensmouth,Robbinsville,Electronics,1327.21,55.29,,16-07-2025,,2915.11,Delayed,Medium,Container,86cf92d7-7ee9-4601-87a9-fb50fb10797a,3.04698E+11,South Markfurt,2,2070,6,29,35,23,,,8,33606.63,28508.92,4539.57,976,13,Road
S6280,North Allisonberg,Port Robin,Pharmaceuticals,2021.69,64.87,30-06-2025,16-07-2025,CargoIndia,5120.39,Delayed,Low,Crate,4a6fbdbd-3d7e-4a86-a59a-c5e98abbbbb0,9.07713E+11,,4,4900,5,24,37,12,28914.91,77491.96,5,18285.85,61279.64,1416.39,880,19,Air
S6281,Fosterland,Gomezton,,1293.63,37.24,15-07-2025,03-08-2025,RapidTrans,4029.03,In Transit,Medium,,7b2cdc7e-4497-4575-91c5-edde608ab84a,2.89601E+11,Allenburgh,4,4726,9,26,41,0,26882.2,72044.3,4,33630.06,65196.96,1750.36,1927,12,Air
S6282,Bakermouth,Nancymouth,Apparel,1429.67,,14-06-2025,,RapidTrans,,In Transit,High,,02c40062-8e6f-42c0-aac6-37a23e28ed60,7.17741E+11,Edwardshaven,2,174,2,27,85,0,26880.22,72038.99,9,9712.48,,,757,14,Road
S6283,Port Robin,Fosterland,Automotive,408.6,88.63,,17-06-2025,CargoIndia,1878.4,Delayed,,Container,9c561a0b-5af8-4db2-8d74-daf6cb85aec9,4.42395E+11,Port Erika,1,1167,,19,76,8,24183.57,64811.97,10,9521,63715.69,1198.66,915,7,Road
S6284,Brownshire,Oliviaville,Chemicals,3694.69,83.88,27-07-2025,08-08-2025,FastTrack,5793.49,Delayed,Medium,Box,bf13b8f5-967c-403d-af25-14d481c973ec,6.22662E+11,,3,2520,,29,67,15,35369.14,94789.3,6,36086.35,187980.75,4695.84,473,15,Rail
S6285,Lake Jacobview,Lake Jamieborough,Automotive,805.39,24.55,15-07-2025,18-07-2025,CargoIndia,,Delayed,Low,Container,6f46af8a-f5b9-4355-9f10-acc72e0757c2,6.86021E+11,Amandafurt,,,2,26,59,11,31856.94,85376.6,6,18542.42,55242.93,,1004,8,Road
S6286,Gomezton,Richardview,Food,1298.56,21.58,,25-08-2025,CargoIndia,2445.36,,Low,Crate,e6d10958-b0fd-46f2-98fe-da61880d1c36,5.05714E+11,West Jeffery,2,1862,3,21,27,0,36168.92,96932.71,6,30147.01,20592.08,805.62,,17,Road
S6287,Lake Todd,Lake Todd,Books,,12.73,12-07-2025,27-07-2025,BlueCargo,,In Transit,High,Crate,9952cc7c-a9e6-43bc-8446-761123b2451a,9.73957E+11,,3,1019,5,22,78,0,18982.22,50872.35,6,33849.6,92815.28,1693.33,586,17,Road
S6288,,Michaelshire,Food,4135.21,,19-07-2025,22-07-2025,FastTrack,,Delivered,Low,Pallet,872b07b8-7e5e-44fe-a93f-ef3aa373fe68,4.19056E+11,Riosberg,,,1,19,85,0,46665.89,125064.59,10,4950.68,,2373.47,432,3,Rail
S6289,South Zacharyland,Cameronmouth,Machinery,2311.19,,19-08-2025,21-08-2025,EcoFreight,,In Transit,Medium,Pallet,92df2d7c-dc11-44e9-98b9-1d7a047baed4,2.42021E+11,Owenstown,4,2853,7,20,61,0,1510.87,4049.13,3,41767.29,150235.66,1013.44,1628,7,Road
S6290,,Lake Todd,Books,4533.68,53.65,19-06-2025,23-06-2025,,6890.18,Delayed,High,,,2.54499E+11,Hurleyport,4,3640,4,21,23,14,38997.65,104513.7,2,24193.82,163149.93,2141.91,,1,Rail
S6291,Lake Jacobview,Josephton,,3571.29,40.09,20-06-2025,24-06-2025,,6193.19,In Transit,,Container,fc38bc76-7466-4a1d-8646-82fed31c9a65,6.72208E+11,Lake Moniqueville,2,4442,9,24,83,0,2347.92,6292.43,4,40645.02,99579.72,2895.74,585,4,Air
S6292,Hannahfurt,Donnachester,Pharmaceuticals,2689.72,97.58,15-07-2025,29-07-2025,BlueCargo,4353.02,Delayed,Medium,Box,da4800f9-2590-4af9-9a61-245a2dbe9de8,9.11035E+11,Amandaberg,4,1375,2,26,50,16,44882.88,120286.12,6,37380.78,89940.23,2847.53,247,10,Road
S6293,Bakermouth,Buchananchester,Automotive,1572.25,41.44,08-06-2025,19-06-2025,RapidTrans,2177.65,Delivered,,Crate,83cca6bc-3832-4af3-840f-dc4bcdc8725f,7.97624E+11,Johnburgh,3,382,4,28,63,0,27853.79,74648.16,2,8106.52,,,752,15,Road
S6294,Stephensmouth,,Books,2127.26,39.39,22-08-2025,26-08-2025,RapidTrans,2609.66,Awaiting Pickup,Low,Container,595205e7-210c-4a09-b817-1b3420aae300,3.18215E+11,East Dennisburgh,2,177,6,18,69,0,46831.5,125508.42,9,26861.79,,4143.23,866,,Road
S6295,Robbinsville,Lake Jamieborough,Machinery,1140.75,89.37,07-07-2025,24-07-2025,,3589.95,Awaiting Pickup,High,Box,fedf8d75-ea49-4e2e-bdef-cb6d4fbe452e,9.96292E+11,East Ashleeville,2,3111,9,28,25,0,40130.49,107549.71,6,37215.17,,1507.79,214,8,Road
S6296,Crystalshire,South Zacharyland,Automotive,,56.85,09-07-2025,17-07-2025,FastTrack,,Delayed,Medium,,,3.81448E+11,New Clairetown,4,2526,10,18,61,2,4627.28,12401.11,5,30962.69,71173.16,,1824,3,Rail
S6297,Gomezton,New Yeseniaville,Chemicals,2405.21,97.35,03-07-2025,23-07-2025,EcoFreight,4508.21,Delayed,High,Crate,20922a09-be8e-4a62-9d1e-bb71843325a8,5.60397E+11,Port Jesseshire,3,2259,3,30,64,11,17443.87,46749.57,4,33770.85,54666.33,,1879,0,Rail
S6298,Nancymouth,Oliviaville,Machinery,,54.62,13-06-2025,23-06-2025,RapidTrans,,Delayed,,Pallet,e63991a0-36a7-4b3e-8521-9d051db17d1c,4.60144E+11,North Victoria,2,1751,,21,45,22,35841.18,96054.36,3,7164,19404.89,4803.78,1893,2,Road
S6299,Crystalshire,North Allisonberg,Apparel,1351.47,99.06,30-07-2025,16-08-2025,CargoIndia,4550.07,,Medium,Container,33bdd863-6873-49ee-a2dc-b71b6408f538,2.31636E+11,Cantrellstad,3,4416,2,,58,0,2354.39,6309.77,9,48291.79,163105.48,,1845,8,Air
S6300,Josephton,,Pharmaceuticals,2049.76,58.05,10-07-2025,16-07-2025,FastTrack,5010.76,Delivered,High,Crate,7b354636-fad9-4899-a6b1-6bdac65c6019,1.59998E+11,Jasontown,2,4761,3,28,81,0,8493.32,22762.1,9,19722.13,77913.59,4570.81,,7,Air
S6301,Brownshire,Buchananchester,Machinery,3526.79,40.64,,28-08-2025,RapidTrans,4345.19,Delayed,High,,ed521bed-f7a4-4258-9785-886f90f5ef35,,Gomezton,2,824,6,26,45,24,36096.47,96738.54,9,44539.31,12614.7,4493.57,1286,14,Rail
S6302,Nancymouth,Jonathanstad,Electronics,1725.88,65.26,15-08-2025,22-08-2025,RapidTrans,2943.98,Awaiting Pickup,Low,Crate,6f29c8d6-1a9e-4b45-8a6a-f2e8d6e005ba,9.59135E+11,Freyburgh,4,1131,,20,26,0,,,,8026.26,151528.91,3955.47,378,14,Road
S6303,Lake Jamieborough,,Electronics,3544.61,49.04,30-07-2025,18-08-2025,RapidTrans,4179.01,,High,Pallet,f79d2a00-904a-4375-844d-15f2eea9461a,3.15769E+11,East Noah,0,288,8,19,40,0,14504.62,38872.38,9,42849.2,23269,4504.45,1126,6,Road
S6304,East Shannonmouth,Fosterland,Books,,81.97,13-07-2025,27-07-2025,EcoFreight,,Delayed,High,Box,cd9a4f77-f2e1-4657-bb0a-174969f62a33,1.23447E+11,,2,4285,2,21,73,11,910.02,2438.85,6,9078.33,120943.6,2932.44,,14,Air
S6305,Hannahfurt,South Zacharyland,Pharmaceuticals,1006.39,45.11,01-08-2025,19-08-2025,EcoFreight,,Delivered,Low,Pallet,fab17c5d-6034-4a16-af82-05718ba7f5f2,9.97579E+11,Millsburgh,,,10,26,22,0,38302.63,102651.05,7,34510.98,133321.87,4782.7,1498,3,Rail
S6306,Stephensmouth,,Electronics,2629.51,59.17,07-07-2025,18-07-2025,CargoIndia,3884.71,Delayed,High,Container,1eb7a206-72ce-4b33-b4b3-27489bbd0840,7.05926E+11,,2,1327,10,24,13,3,38169.29,102293.7,1,7413.45,39831.88,830.02,,19,Road
S6307,Hannahfurt,Crystalshire,Electronics,2573.28,,23-06-2025,06-07-2025,CargoIndia,,In Transit,,Box,105bb24a-b555-4197-9075-d6593f74665c,8.41871E+11,Mooreville,3,2455,10,17,14,0,40028.7,107276.92,2,,73759.11,2236.23,141,7,Road
S6308,Richardborough,Coxchester,Electronics,1579.92,68.05,10-06-2025,27-06-2025,EcoFreight,2916.42,Awaiting Pickup,Medium,,1834bbe4-617d-4fba-878b-fd8417a99f09,9.06638E+11,Tannerstad,1,1312,7,24,43,0,12674.04,33966.43,9,7227.34,176078.91,3902.54,1772,1,Road
S6309,Brownshire,Jonathanstad,Apparel,3819.44,37.97,16-06-2025,30-06-2025,RapidTrans,4987.14,Delayed,Low,Container,4db01ec5-f831-4971-bbe3-165ca0097204,6.64041E+11,North Mirandaville,5,1576,,20,31,9,35578.11,95349.33,2,28372.83,39239.32,,1566,17,Rail
S6310,North Allisonberg,Brownshire,Machinery,1975.9,,28-06-2025,12-07-2025,BlueCargo,,In Transit,Low,Pallet,b21952af-04dc-4fb6-b562-8f3887d9d44f,6.02094E+11,Wilsonshire,1,2615,3,28,17,0,9596.37,25718.27,4,20135.3,173744.38,2181.15,1504,6,Rail
S6311,Port Christopherport,,,147.86,40.92,05-06-2025,23-06-2025,FastTrack,1781.56,Delayed,Medium,Container,c62797c9-3acb-4658-9360-56b2db9becc0,2.4522E+11,Lake Jacqueline,4,2449,9,26,88,9,35258.35,94492.38,2,7612.87,185428.42,2565.72,213,7,Road
S6312,Buchananchester,,,126.63,92.77,,28-06-2025,BlueCargo,2494.83,In Transit,High,Pallet,7060f43c-37ce-4937-8fdf-90db38e2767a,2.22072E+11,West Kaylastad,2,2881,10,29,,0,16006.31,42896.91,,,90334.8,1886.87,755,8,Rail
S6313,West Jeffrey,Michaelshire,Chemicals,3055.12,90.04,27-06-2025,04-07-2025,,5794.02,In Transit,Medium,Box,8e00cf89-158c-42ae-824b-89a5ee505b27,,Haleyshire,4,3677,6,29,34,0,4400.91,11794.44,1,9515.22,15364.29,,334,,Road
S6314,Donnachester,Coxchester,Books,2545.91,40.08,13-08-2025,22-08-2025,CargoIndia,4147.71,,High,Pallet,2c637b7d-df5a-479a-99fb-576a30abd219,,,2,2402,2,20,83,0,7641.66,20479.65,8,45048.62,177486.08,991.44,1631,6,Road
S6315,Hannahfurt,South Zacharyland,Electronics,879.04,23.2,31-07-2025,,BlueCargo,2933.54,Delivered,Low,Crate,,1.80513E+11,Tylerton,5,3645,4,16,40,0,37112.28,99460.91,,16838.58,68971.17,1674.62,963,,Road
S6316,,Lake Todd,Books,4707.26,27.98,26-06-2025,07-07-2025,BlueCargo,6033.06,Awaiting Pickup,Low,Container,74b1de9a-d293-47cf-8d9e-f16738dc2459,6.40843E+11,,4,2092,3,21,81,0,35999.16,96477.75,6,33909.31,127600.69,1070.03,740,16,Rail
S6317,Buchananchester,East Shannonmouth,Chemicals,972.07,80.78,24-08-2025,06-09-2025,FastTrack,2231.87,Delivered,Medium,Crate,d550ff76-384b-4a11-a17c-341ef00b0a83,,Lake Lisaton,2,904,8,17,59,0,25489.12,68310.84,2,20121,152082.8,3969.03,505,,Road
S6318,Buchananchester,Port Christopherport,Electronics,2528.84,18.38,,21-06-2025,BlueCargo,2905.64,Delayed,High,Crate,fba43d7d-bd7e-4425-bb7d-0033a8eeef7c,7.73419E+11,Perrymouth,1,386,8,16,42,13,40909.72,109638.05,5,13224.91,196201.3,611.1,1225,5,Rail
S6319,Jonathanstad,Richardview,Pharmaceuticals,3600.35,,,26-08-2025,EcoFreight,,Delayed,Medium,Crate,6fe785e4-8dc0-4fda-ba1c-55c0790dab70,1.78828E+11,Nicoleland,3,278,6,15,27,1,17186.52,46059.87,9,37379.29,162476.55,926.45,1825,14,Road
S6320,Fosterland,Coxchester,Pharmaceuticals,1321.39,15.72,22-06-2025,02-07-2025,BlueCargo,2889.59,,Low,Container,,5.04277E+11,Robertshaven,2,2822,7,27,74,0,34722.73,93056.92,1,48894.82,13024.34,3140.07,559,12,Rail
S6321,,Brownshire,Books,3366.19,37.67,29-07-2025,15-08-2025,RapidTrans,,In Transit,,Crate,87336a1d-cfdd-4436-8cef-10c35f48bbcb,6.57229E+11,Lake Jill,,,6,21,49,0,,,8,34280.29,11696.94,3449,1690,15,Rail
S6322,Rogersville,East Shannonmouth,Automotive,,75.8,01-07-2025,17-07-2025,,,Delayed,Low,Crate,6cb05611-c530-4bca-a7d6-94152b945d3c,6.77215E+11,Shawburgh,2,4386,7,23,,23,49877.74,133672.34,9,40616.58,15455.97,2558.22,1030,11,Air
S6323,Edwardville,Nancymouth,Pharmaceuticals,4058.51,93.3,25-08-2025,12-09-2025,FastTrack,6009.51,Delayed,Medium,Container,b752e134-7430-4d13-8e39-7d69a2c19dc8,7.70594E+11,New Pamela,3,2036,1,,55,22,49619.18,132979.4,6,45910.52,102465.27,4409.92,461,,Rail
S6324,Josephton,Josephton,Apparel,2899.04,,01-08-2025,16-08-2025,FastTrack,,Delivered,Medium,Pallet,44feede4-9175-4834-801b-4ec448c3ec25,,Adkinsshire,,,4,,86,0,12070.48,32348.89,3,40382.37,118214.73,1162.38,1759,0,Air
S6325,Lake Jamieborough,West Tylerland,Books,2057.58,31.63,,26-08-2025,RapidTrans,4080.38,Delivered,Low,Box,54e2012a-614a-4d08-855a-bc0106728d12,3.45304E+11,,5,3413,,,20,0,23432.07,62797.95,4,,104400.97,1004.68,1239,16,Road
S6326,South Zacharyland,Lake Jacobview,Electronics,4079.81,20.18,,13-07-2025,RapidTrans,6745.61,,Medium,Container,,1.25133E+11,Riosberg,1,4928,3,15,60,0,10258.38,27492.46,9,15869.67,23926.9,,857,3,Air
S6327,Josephton,Fosterland,Automotive,3854.47,21.35,,14-08-2025,RapidTrans,5659.97,Delivered,,Crate,,8.10388E+11,Hansenview,4,3184,10,28,31,0,39521.55,105917.75,7,49704.39,,1924.37,1474,,Rail
S6328,Lake Jacobview,Jonathanstad,Chemicals,1540.16,73.05,,30-08-2025,,3714.66,Awaiting Pickup,,Crate,916ad990-f747-47f1-aed5-bdf85db622b5,6.11385E+11,Brandonport,3,2888,9,,12,0,6655.75,17837.41,7,46865.75,147537.9,1176.34,1477,12,Road
S6329,Bakermouth,Port Robin,Pharmaceuticals,345.03,,,02-08-2025,FastTrack,,In Transit,High,Box,5becfc61-c680-439e-bb4a-b2d0175711e6,8.97774E+11,New Frederick,2,2672,6,24,49,0,36070.57,96669.13,2,45131.97,87153.43,584.01,,,Rail
S6330,Crystalshire,Crystalshire,Furniture,3423.09,,28-07-2025,08-08-2025,FastTrack,,Delayed,Medium,Crate,,7.77198E+11,Deanburgh,2,142,4,17,69,20,15070.53,40389.02,5,,167072.29,2307.95,855,4,Road
S6331,Port Christopherport,Port Christopherport,,4939.61,68.92,09-08-2025,16-08-2025,BlueCargo,7137.81,Awaiting Pickup,Low,Container,ce1c1537-af50-47c0-b98b-328537f8a083,1.58402E+11,,5,3018,3,28,,0,,,7,24624.39,119350,3476.93,1094,2,Rail
S6332,West Jeffrey,Port Robin,Chemicals,730.85,53.71,17-07-2025,01-08-2025,EcoFreight,,Delayed,High,Pallet,0d1e85e2-df4d-4264-b8aa-816a8ab560fc,1.24005E+11,Yorktown,,,2,16,69,13,31416.83,84197.1,5,31787.27,,2437.22,1242,3,Ship
S6333,,,Apparel,4653.97,78.13,,31-07-2025,BlueCargo,6634.77,Delayed,Medium,Crate,,7.11689E+11,North Matthewberg,2,2399,2,16,19,14,38234.18,102467.6,3,23493.54,36097.2,3635.65,620,12,Rail
S6334,Hannahfurt,Gomezton,Chemicals,3071.88,87.65,02-07-2025,,FastTrack,5915.38,Awaiting Pickup,Low,Box,6b814640-6a67-4889-aab4-794d1d8d9df4,5.06045E+11,Walshton,5,3934,6,20,83,0,,,6,37959.86,,4467,951,14,Road
S6335,Gomezton,Fosterland,Machinery,4616.67,,14-07-2025,22-07-2025,CargoIndia,,Awaiting Pickup,Medium,Pallet,885c639a-1708-4206-ab32-cfb40b9c520b,9.22072E+11,East Joseph,3,4528,6,29,60,0,18068.39,48423.29,2,43006.19,32271.51,,782,14,Air
S6336,West Jeffrey,Stephensmouth,Chemicals,1202.33,99.38,25-08-2025,07-09-2025,BlueCargo,2388.13,Delivered,High,Container,a7959b22-616c-46e3-b729-82b23676051f,6.95986E+11,Port Heatherport,2,384,9,30,28,0,14949.09,40063.56,,43857.55,193453.45,3817.58,616,9,Rail
S6337,Bakermouth,,,4959.25,82.05,05-06-2025,21-06-2025,BlueCargo,8116.25,Delayed,High,Box,03d33ef3-5adb-4b9c-9c36-3d98e50d24e3,7.53594E+11,Williamsside,8,4673,9,29,54,7,27271.91,73088.72,1,2462.59,72994.43,3326.6,846,,Ship
S6338,Nancymouth,Brownshire,,4048.91,72.82,05-07-2025,19-07-2025,FastTrack,4833.61,Delayed,Medium,Box,4be11f0b-4918-40f5-b9f3-7b0899959b2e,8.07092E+11,,2,113,9,20,81,20,17927.51,48045.73,4,2252.91,179240.05,4907.53,388,1,Rail
S6339,Bakermouth,,Automotive,697.85,68.88,27-06-2025,10-07-2025,CargoIndia,2380.65,Delayed,High,Container,fd93e1fd-1b70-4667-aab7-b7ac4bc4179d,8.67792E+11,Isaacton,2,1988,1,26,37,24,14697.28,39388.71,2,9965.22,69870.07,,252,10,Rail
S6340,Jonathanstad,Port Jenniferhaven,Apparel,4733.49,40.86,10-07-2025,19-07-2025,EcoFreight,,Awaiting Pickup,High,Box,27241cd4-e038-4d3f-ad58-d42ac697bb25,7.34339E+11,Amandabury,,,9,24,58,0,12735.4,34130.87,5,14177.66,129654.52,769.26,197,17,Road
S6341,Jonathanstad,,Electronics,4310.51,,13-07-2025,28-07-2025,EcoFreight,,Awaiting Pickup,High,Box,274b73a0-365c-4686-9eaa-d2581d926663,2.37785E+11,West Maryview,4,3565,3,28,60,0,,,7,27880.2,115735.38,2140.92,380,5,Road
S6342,Lake Jacobview,Josephton,Electronics,,87.96,18-06-2025,,RapidTrans,,Delivered,Medium,Box,71da2cfa-985f-49b0-862b-0d453ee4b80b,7.43401E+11,Gambleview,3,620,2,28,45,0,44164.57,118361.05,6,,128748.76,2577.82,654,0,Rail
S6343,Lake Todd,Cameronmouth,Food,1205.11,97.87,05-07-2025,24-07-2025,EcoFreight,2589.31,Delivered,Medium,Pallet,66fed580-76bc-4838-917a-45788b0327f4,8.37511E+11,Michaelmouth,2,811,10,24,74,0,38969.3,104437.72,2,22163.98,140231.44,3757.18,475,11,Road
S6344,Nancymouth,West Tylerland,Electronics,4843.68,69.32,19-07-2025,04-08-2025,CargoIndia,,In Transit,,Container,cdd74cf1-e787-4d85-9fcd-59f18519d9e1,6.61705E+11,Codytown,,,8,26,16,0,43820.18,117438.08,10,34146.96,110198.14,894.58,490,9,Ship
S6345,Edwardville,West Tylerland,Machinery,1035.6,10.01,26-08-2025,31-08-2025,CargoIndia,3555.2,Delivered,Medium,Crate,cedc3b19-b69a-43f1-bfd2-f4b892fe9e08,6.03263E+11,Rogersmouth,4,4839,2,,74,0,13804.22,36995.31,,9866.63,124503.96,3495.43,1762,3,Air
S6346,Port Christopherport,Bakermouth,Electronics,3920.67,74.62,21-08-2025,31-08-2025,RapidTrans,5237.87,Delayed,,Pallet,3ab70a08-94d2-4522-95d9-4f15d6cc1a71,6.62515E+11,Davidbury,2,1142,8,21,81,22,31531.48,84504.37,4,44548.98,94110.35,577.65,1475,10,Road
S6347,Lake Jamieborough,Brownshire,Electronics,1140.56,76.18,21-08-2025,09-09-2025,EcoFreight,4221.86,Delayed,Low,Container,abccc839-23b7-4023-afea-163a0332b17a,8.92578E+11,Danielleview,10,4639,,19,60,7,9183.29,24611.22,3,35486.48,193491.12,4154.92,,18,Ship
S6348,,Nancymouth,Furniture,2933.02,93.95,20-06-2025,03-07-2025,EcoFreight,,Delayed,High,,5effb32c-2c4b-4c9a-a44e-1ca2713e2fd3,9.6817E+11,Reynoldsstad,,,,18,46,16,10518.45,28189.45,6,35253.81,148110.71,1277.76,1627,9,Air
S6349,Lake Jacobview,Lake Todd,Furniture,2164.34,74.79,25-07-2025,30-07-2025,EcoFreight,4578.74,Awaiting Pickup,Low,Pallet,05084d26-5141-4a77-9e56-ed6bcbeb8a20,7.55567E+11,,4,3333,10,23,77,0,25314.22,67842.11,3,38459.91,8236.98,4485.69,1761,20,Road
S6350,Port Jenniferhaven,Josephton,Food,,68.97,10-06-2025,14-06-2025,RapidTrans,,In Transit,High,,ad2cebc0-2967-45c3-9d38-9870c56ff0cf,7.05063E+11,South Steven,2,2516,9,,79,0,36280.36,97231.36,5,43795.53,192934.13,4696.57,1443,2,Rail
S6351,Lake Micheleberg,Port Christopherport,Machinery,3400.17,27.92,07-07-2025,24-07-2025,,5268.87,Delivered,Medium,Crate,bad2c6d1-8715-416a-9dbb-98745fbddc31,3.10924E+11,,3,3179,3,23,38,0,2262,6062.16,3,41704.29,52406.29,2530.18,376,5,Rail
S6352,South Zacharyland,East Shannonmouth,Chemicals,2892.21,34.45,,11-06-2025,,5644.21,In Transit,High,Container,e76ff272-73b3-42d6-9e72-0a0c3200da1c,1.54242E+11,,2,4815,3,16,48,0,33032.67,88527.56,7,39926.2,7476.07,1436.55,,8,Air
S6353,Richardborough,,Machinery,1677.57,57.57,06-08-2025,17-08-2025,RapidTrans,3395.27,Awaiting Pickup,,Box,f9ec5568-871e-42ad-a8dd-2ade1fd758d3,1.87839E+11,North Sean,4,2284,7,28,78,0,44971.86,120524.58,7,20765.02,116093.29,3593.97,162,19,Rail
S6354,West Marieland,Rogersville,Apparel,913.43,72.14,10-07-2025,19-07-2025,FastTrack,2184.33,Awaiting Pickup,High,Pallet,025605ac-326a-410a-a4f6-e8a93ccb3768,9.22485E+11,East Stacey,4,1099,7,26,,0,10672.62,28602.62,5,5558.36,5211.46,2039.87,514,6,Road
S6355,Jonathanstad,Oliviaville,Automotive,2162.13,94.61,09-08-2025,15-08-2025,EcoFreight,,Delayed,Medium,Crate,,3.76639E+11,South Markfurt,,,,,58,19,,,9,2770.04,100806.95,2146.55,891,17,Road
S6356,Port Christopherport,Brownshire,Automotive,,,05-06-2025,,CargoIndia,,Delayed,Medium,Container,0f079cc5-b47f-4ba8-95c2-6c3bcd360fc6,9.08356E+11,,6,3961,6,27,40,12,36124.91,96814.76,3,19546.83,,1281.87,769,8,Road
S6357,East Shannonmouth,New Yeseniaville,Automotive,3347.28,66.72,12-08-2025,30-08-2025,CargoIndia,5774.48,Delivered,Low,Box,a7a4346f-b77f-46d6-b2ba-34ff4d84d0ab,,Davidton,10,3520,9,15,42,0,8742.19,23429.07,7,,90422.19,3352.99,1552,18,Ship
S6358,Jonathanstad,Robbinsville,Books,2734.17,44.82,28-08-2025,,EcoFreight,3290.37,Delayed,Low,Pallet,,2.08479E+11,Warrenfurt,1,216,3,27,16,21,30041.05,80510.01,,31667.88,112507.84,3645.53,664,17,Road
S6359,Fosterland,Brownshire,Pharmaceuticals,2469.96,66.49,27-07-2025,10-08-2025,BlueCargo,4861.36,Delivered,Low,Pallet,6e774e11-00f7-47ec-9060-340397a1a529,3.45538E+11,Cooperfort,2,3453,,25,,0,14055.59,37668.98,3,6829.55,168809.39,,1042,9,Rail
S6360,West Jeffrey,Lake Micheleberg,Automotive,1363.96,38.5,15-06-2025,17-06-2025,BlueCargo,2427.46,,Low,Pallet,f255c9e2-d2af-479c-a2fd-81a93828b55b,4.08292E+11,South Robert,2,1357,6,22,16,0,21947.38,58818.98,,28039.66,65712.79,1291,1000,13,Road
S6361,Lake Micheleberg,East Shannonmouth,Food,1217.48,75.09,08-06-2025,23-06-2025,EcoFreight,3540.88,Delayed,,,f4fadefa-acfd-49e1-9aa6-2b86507e9420,2.53723E+11,Katherinefurt,3,3145,,20,59,12,10619.16,28459.35,7,16402.95,52824.04,2710.12,1457,,Road
S6362,New Yeseniaville,Hannahfurt,Automotive,1027.33,,21-06-2025,02-07-2025,BlueCargo,,,Low,Pallet,d894120e-0a77-4d3f-bbf9-fb6c3993d338,7.28446E+11,,5,4511,,18,57,0,5688.67,15245.64,2,2710.64,86471.15,3823.41,1669,7,Air
S6363,Port Christopherport,Lake Micheleberg,Pharmaceuticals,2913.29,61.5,04-08-2025,12-08-2025,BlueCargo,4471.29,Awaiting Pickup,High,Container,b52b1a3c-97ee-46c7-834e-dc15a153b1d5,1.25467E+11,New Jason,2,1886,4,16,44,0,,,7,,180692.33,,1774,11,Rail
S6364,Donnachester,Port Christopherport,Chemicals,278.32,,,31-07-2025,CargoIndia,,Awaiting Pickup,Medium,,142fdf7b-5754-4434-8646-611e2ba47d40,3.48649E+11,North Thomasview,,,5,,51,0,27960.7,74934.68,4,,176887.17,4316.04,272,1,Road
S6365,Brownshire,,Machinery,3767.98,23.83,08-07-2025,27-07-2025,BlueCargo,6244.78,Awaiting Pickup,Medium,Container,52ed61b1-b32e-4d11-8a13-470cfaa4013d,1.27225E+11,,3,4477,3,20,66,0,16755.22,44903.99,1,34041.51,193952.22,1722.17,210,14,Air
S6366,Nancymouth,Crystalshire,,3078.65,75.75,,02-08-2025,BlueCargo,5436.65,Awaiting Pickup,Low,Crate,,6.88675E+11,Wolffort,4,3201,4,24,61,0,16184.45,43374.33,4,25101.16,,1409.54,1561,8,Road
S6367,Port Christopherport,Cameronmouth,Food,240.12,60.38,06-06-2025,23-06-2025,EcoFreight,,Delayed,Low,,45d63bb1-ca9d-4c8f-952c-4ce91c1a66d2,7.10076E+11,South Jacksonside,,,10,26,56,10,15074.11,40398.61,,25765.53,111410.22,3166.31,1877,3,Road
S6368,,Port Robin,Electronics,3696.84,,18-08-2025,04-09-2025,RapidTrans,,,Low,Pallet,dab24935-dea8-4249-b82b-9e7417475302,5.48138E+11,Vasqueztown,,,8,22,,0,1822.55,4884.43,6,27821.72,185953.38,1055.53,1663,16,Rail
S6369,Brownshire,West Marieland,Food,3169.43,30.5,07-08-2025,14-08-2025,EcoFreight,4079.93,Awaiting Pickup,Low,,abce8b9d-fb9d-479b-8399-c0f2149b1d92,5.98883E+11,Montgomeryburgh,4,1211,3,23,21,0,,,7,2057.55,154101.06,2464.92,1404,1,Rail
S6370,Donnachester,New Yeseniaville,Pharmaceuticals,3501.17,56.86,24-06-2025,07-07-2025,BlueCargo,5930.77,Delivered,High,Pallet,065f8c9d-b504-4f34-98de-5066ede8819c,6.73893E+11,Leonbury,4,3722,5,22,,0,18298.33,49039.52,4,36465.86,148395.21,2509.82,1679,4,Road
S6371,Lake Jacobview,Lake Jacobview,Electronics,4369.81,67.6,23-07-2025,02-08-2025,,,Delivered,High,Pallet,56a22811-6df1-42b5-8c0b-dec9ef960b59,6.89615E+11,North Shane,,,8,22,,0,41884.92,112251.59,2,26998.46,,2685.87,171,19,Road
